 ,Label,Area,Mean,Min,Max,X,Y,BiologicalReplicate,CellArea,CellMean,CellTotalFluorescence,CellMin,CellMax,CellStd,X_PoleDim,Y_PoleDim,AreaPoleDim,MeanPoleDim,TotalFluorescencePoleDim,MinPoleDim,MaxPoleDim,StdPoleDim,Nb_Pili_PoleDim,Nb_Flagella_PoleDim,X_PoleBright,Y_PoleBright,AreaPoleBright,MeanPoleBright,TotalFluorescencePoleBright,MinPoleBright,MaxPoleBright,StdPoleBright,Nb_Pili_PoleBright,Nb_Flagella_PoleBright,PolarRatio,Strain,Growth,StdDev,Median,Slice,Cell_ID
2,pilB_mNG_fliC-_sol_Gasket_1_event18_tirf_RAW_Stack.tif,652,255,255,255,34.41411,39.73006,2,734,253.95232,186401.0,70,816,116.58047,390.5268,236.21873,156,220.73718,34435.0,48,359,92.71407,1,0,366.57384,269.12868,156,313.12179,48847.0,66,816,191.84938,3,0,1.09237,pilB_mNG_fliC-,Solid,,,,2.0
1,pilB_mNG_fliC-_sol_Gasket_1_event19_tirf_RAW_Stack.tif,789,255,255,255,44.984,29.466,2,878,112.473,98751.0,41,380,48.231,241.335,213.333,177,89.294,15805.0,28,147,34.153,0,0,198.065,233.384,177,134.384,23786.0,32,380,86.53,1,0,0.991,pilB_mNG_fliC-,Solid,,,,1.0
1,pilB_mNG_fliC-_sol_Gasket_1_event2_tirf_RAW_Stack.tif,681,255,255,255,,,2,761,112.808,85847.0,41,285,41.34,261.735,348.946,177,101.531,17971.0,37,167,41.536,0,0,283.84,315.77,177,114.492,20265.0,35,285,59.206,1,0,0.923,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,1.0
2,pilB_mNG_fliC-_sol_Gasket_1_event2_tirf_RAW_Stack.tif,986,255,255,255,,,2,1082,81.977,88699.0,36,133,23.001,124.632,272.204,208,70.062,14573.0,28,114,25.982,0,0,133.998,216.562,208,80.005,16641.0,40,133,26.159,0,0,0.8690000000000001,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,2.0
1,pilB_mNG_fliC-_sol_Gasket_1_event20_tirf_RAW_Stack.tif,680,255,255,255,,,2,760,220.733,167757.0,68,638,93.83,329.269,265.597,156,234.628,36602.0,54,638,146.344,0,0,331.515,267.013,156,253.481,39543.0,57,638,135.901,1,0,1.193,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,1.0
1,pilB_mNG_fliC-_sol_Gasket_1_event21_tirf_RAW_Stack.tif,1163,255,255,255,,,2,1283,127.262,163277.0,43,270,45.158,350.033,237.952,177,122.09,21610.0,38,238,61.257,2,0,329.117,166.00400000000005,177,145.27100000000004,25713.0,28,270,58.62300000000001,3,0,1.071,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,1.0
1,pilB_mNG_fliC-_sol_Gasket_1_event3_tirf_RAW_Stack.tif,1274,255,255,255,,,2,1391,121.751,169355.0,47,272,42.526,135.389,337.5030000000001,256,116.742,29886.0,39,268,56.202,2,0,191.414,305.157,256,132.281,33864.0,42,272,55.68,4,0,1.036,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,1.0
1,pilB_mNG_fliC-_sol_Gasket_1_event5_tirf_RAW_Stack.tif,877,255,255,255,,,2,976,107.62,105037.0,39,199,37.701,242.032,326.644,177,101.107,17896.0,41,167,36.195,0,0,282.469,293.978,177,103.045,18239.0,39,199,43.473,0,0,0.921,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,1.0
1,pilB_mNG_fliC-_sol_Gasket_1_event7_tirf_RAW_Stack.tif,1151,255,255,255,,,2,1270,105.238,133652.0,47,259,37.137,283.77,259.567,208,83.18299999999998,17302.0,38,127,25.131,0,0,256.831,196.749,208,114.452,23806.0,33,259,58.547,1,0,0.912,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,1.0
1,pilB_mNG_fliC-_sol_Gasket_1_event8_tirf_RAW_Stack.tif,1221,255,255,255,,,2,1347,103.0,138741.0,36,241,36.014,227.727,223.155,208,95.462,19856.0,36,205,42.152,1,0,205.273,293.845,208,98.341,20455.0,24,241,56.736,0,0,0.917,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,1.0
1,pilB_mNG_fliC-_sol_Gasket_1_event9_tirf_RAW_Stack.tif,843,255,255,255,,,2,925,123.606,114336.0,43,300,43.464,349.4380000000001,334.802,177,102.345,18115.0,20,198,49.955,0,0,341.647,285.029,177,132.412,23437.0,36,300,63.094,0,0,0.921,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,1.0
1,pilB_mNG_fliC-_liq_Gasket_0_event10_tirf_RAW_Stack.tif,576,255,255,255,38.22396,39.94444,3,649,98.14792,63698.0,44,139,23.84931,241.47807000000003,281.09048,156,84.32051,13154.0,38,134,27.38471,0,0,215.78761,254.65082,156,88.12179,13747.0,36,132,27.86334,0,0,0.78964,pilB_mNG_fliC-,Liquid,,,,1.0
1,pilB_mNG_fliC-_liq_Gasket_0_event11_tirf_RAW_Stack.tif,569,255,255,255,46.13972,19.58084,3,641,176.47738,113122.0,58,558,74.79566,156.7056,388.2868,112,156.05357,17478.0,35,269,66.02891,3,0,201.35782,389.89171,112,241.74107,27075.0,52,558,142.99107,6,0,1.20959,pilB_mNG_fliC-,Liquid,,,,1.0
1,pilB_mNG_fliC-_liq_Gasket_0_event12_tirf_RAW_Stack.tif,951,255,255,255,55.31809000000001,29.36225,3,1049,153.33078999999995,160844.0,72,219,39.26586,171.37576,353.70098,208,122.24519,25427.0,43,195,42.53617,0,0,224.63148,373.27932,208,136.22596,28335.0,57,219,45.57461,0,0,0.7639600000000001,pilB_mNG_fliC-,Liquid,,,,1.0
2,pilB_mNG_fliC-_liq_Gasket_0_event12_tirf_RAW_Stack.tif,1015,255,255,255,63.47931,22.7798,3,1135,97.72687,110920.0,46,222,26.45627,416.18023,220.48668,156,83.92308,13092.0,24,155,34.18857,0,0,336.80725,213.65877000000003,156,109.17308,17031.0,43,222,50.21363,0,0,0.98344,pilB_mNG_fliC-,Liquid,,,,2.0
2,pilB_mNG_fliC-_liq_Gasket_0_event14_tirf_RAW_Stack.tif,536,255,255,255,34.70336,36.72575,3,609,89.76519,54667.0,41,140,26.45153,342.80359,302.1479,137,66.9708,9175.0,17,106,24.31803,0,0,318.46991,275.60138,137,84.21898,11538.0,41,119,23.58237,1,0,0.74584,pilB_mNG_fliC-,Liquid,,,,1.0
3,pilB_mNG_fliC-_liq_Gasket_0_event14_tirf_RAW_Stack.tif,1064,255,255,255,55.7594,41.48402,3,1188,93.68098,111293.0,37,146,26.68503,244.05628,234.98397000000003,177,71.71751,12694.0,7,122,28.23178,0,0,179.54148999999995,198.94367,177,77.33333,13688.0,14,122,25.45644,0,0,0.7319899999999999,pilB_mNG_fliC-,Liquid,,,,2.0
1,pilB_mNG_fliC-_liq_Gasket_0_event15_tirf_RAW_Stack.tif,731,255,255,255,34.643640000000005,47.5985,3,829,73.40772,60855.0,37,172,20.00876,403.03451,110.85053,112,64.75893,7253.0,39,83,12.21891,0,0,431.13213,61.2441,112,92.66071,10378.0,35,172,35.3947,0,0,1.10169,pilB_mNG_fliC-,Liquid,,,,1.0
2,pilB_mNG_fliC-_liq_Gasket_0_event15_tirf_RAW_Stack.tif,765,255,255,255,30.45425,51.53399,3,858,91.17949,78232.0,44,155,25.25788,262.79649,302.75957,137,67.16058000000001,9201.0,34,91,14.48033,0,0,282.31978,249.91496,137,86.87591,11902.0,40,126,23.82456,0,0,0.78732,pilB_mNG_fliC-,Liquid,,,,2.0
1,pilB_mNG_fliC-_liq_Gasket_0_event17_tirf_RAW_Stack.tif,785,255,255,255,59.53567,30.52803,3,882,83.32766,73495.0,40,188,22.96912,146.20875,325.92608,156,75.27564,11743.0,35,108,20.48086,1,0,93.93383,344.5695,156,82.35256,12847.0,33,188,37.79995,0,0,0.9186,pilB_mNG_fliC-,Liquid,,,,1.0
1,pilB_mNG_fliC-_liq_Gasket_0_event19_tirf_RAW_Stack.tif,879,255,255,255,47.03584,41.28385,3,990,94.52929,93584.0,47,185,25.22984,381.70581,205.88433,177,89.42373,15828.0,37,134,28.51985,0,0,432.14631,170.90246000000005,177,97.82486,17315.0,40,185,37.93262,0,0,0.98518,pilB_mNG_fliC-,Liquid,,,,1.0
1,pilB_mNG_fliC-_liq_Gasket_0_event2_tirf_RAW_Stack.tif,499,255,255,255,28.82064,42.05912,3,560,101.98036,57109.0,52,140,24.7841,212.03762000000003,275.81096,137,93.45985,12804.0,45,135,27.276640000000004,0,0,202.13851,246.13041,137,104.60584,14331.0,52,139,24.26701,0,0,0.94493,pilB_mNG_fliC-,Liquid,,,,1.0
1,pilB_mNG_fliC-_liq_Gasket_0_event3_tirf_RAW_Stack.tif,962,255,255,255,37.02391,52.88358,3,1076,110.47491,118871.0,38,187,29.65564,292.51628,297.83075,156,114.78205,17906.0,45,177,39.12219,0,0,262.4713,237.67262,156,114.8141,17911.0,40,187,41.1455,0,0,1.05601,pilB_mNG_fliC-,Liquid,,,,1.0
1,pilB_mNG_fliC-_liq_Gasket_0_event5_tirf_RAW_Stack.tif,496,255,255,255,36.02621,29.90121,3,563,95.34103,53677.0,47,239,31.416970000000006,257.4533,184.97628,137,80.37226,11011.0,44,117,20.11804,0,0,228.36099,201.70093,137,114.78832,15726.0,44,239,50.59665,0,0,1.0468,pilB_mNG_fliC-,Liquid,,,,1.0
1,pilB_mNG_fliC-_liq_Gasket_0_event9_tirf_RAW_Stack.tif,479,255,255,255,32.5334,40.44572,3,544,82.30699,44775.0,45,114,18.08308,274.34333,262.73439,137,75.24818,10309.0,33,109,19.78999,0,0,256.65667,237.26561,137,82.56204,11311.0,42,114,20.97367,0,0,0.92008,pilB_mNG_fliC-,Liquid,,,,1.0
1,pilB_mNG_fliC-_sol_Gasket_0_event1_tirf_RAW_Stack.tif,596,255,255,255,23.43456,44.65101,3,667,114.76162,76546.0,46,207,31.8141,224.49609,283.78546,137,101.08759,13849.0,39,143,27.97622,2,0,233.72411,242.26346,137,110.06569,15079.0,9,207,53.26808000000001,3,0,0.87134,pilB_mNG_fliC-,Solid,,,,1.0
1,pilB_mNG_fliC-_sol_Gasket_0_event10_tirf_RAW_Stack.tif,968,255,255,255,54.61776999999999,27.91219,3,1078,78.00835,84093.0,28,117,20.43226,322.15895,205.7404,80,65.225,5218.0,32,98,19.47148,0,0,248.67953,222.5557,80,72.0625,5765.0,21,114,29.26195,0,0,0.86192,pilB_mNG_fliC-,Solid,,,,1.0
1,pilB_mNG_fliC-_sol_Gasket_0_event12_tirf_RAW_Stack.tif,1036,255,255,255,38.522,66.531,3,1177,147.19299999999996,173246.0,51,602,75.664,251.976,194.901,97,199.134,19316.0,57,501,127.07,1,0,217.076,278.121,97,255.722,24805.0,58,602,163.90400000000002,1,0,1.731,pilB_mNG_fliC-,Solid,,,,1.0
1,pilB_mNG_fliC-_sol_Gasket_0_event13_tirf_RAW_Stack.tif,965,255,255,255,,,3,1070,101.621,108734.0,49,334,35.101,195.436,215.83,156,89.05799999999998,13893.0,34,122,21.852,0,0,261.649,201.568,156,137.513,21452.0,41,334,70.925,0,0,1.17,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,1.0
1,pilB_mNG_fliC-_sol_Gasket_0_event17_tirf_RAW_Stack.tif,706,255,255,255,,,3,782,88.205,68976.0,46,127,20.861,206.268,277.29,156,77.199,12043.0,42,103,17.503,0,0,201.683,233.715,156,86.244,13454.0,35,127,29.03,0,0,0.883,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,1.0
1,pilB_mNG_fliC-_sol_Gasket_0_event19_tirf_RAW_Stack.tif,525,255,255,255,,,3,593,100.472,59580.0,49,180,25.68,215.977,327.562,156,86.801,13541.0,43,125,22.715,1,0,246.354,342.774,156,96.455,15047.0,39,180,34.582,2,0,0.831,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,1.0
1,pilB_mNG_fliC-_sol_Gasket_0_event20_tirf_RAW_Stack.tif,615,255,255,255,,,3,700,74.834,52384.0,25,299,40.079,194.532,281.545,137,56.898,7795.0,24,89,18.121,0,0,152.162,303.881,137,118.526,16238.0,31,299,71.295,2,0,1.318,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,1.0
1,pilB_mNG_fliC-_sol_Gasket_0_event21_tirf_RAW_Stack.tif,733,255,255,255,,,3,827,89.238,73800.0,44,136,21.453000000000007,305.481,218.645,156,73.878,11525.0,37,104,18.863,0,0,263.231,248.953,156,89.436,13952.0,32,136,27.721,0,0,0.87,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,1.0
1,pilB_mNG_fliC-_sol_Gasket_0_event22_tirf_RAW_Stack.tif,750,255,255,255,,,3,843,86.266,72722.0,43,178,22.471,278.973,243.511,156,74.949,11692.0,29,113,22.691,1,0,232.368,219.819,156,94.679,14770.0,34,178,37.547,1,0,0.974,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,1.0
1,pilB_mNG_fliC-_sol_Gasket_0_event4_tirf_RAW_Stack.tif,929,255,255,255,54.62702,31.43434,3,1045,94.01053,98241.0,37,288,35.87549,321.58498,365.70835,112,74.40179,8333.0,34,151,25.93424,2,0,392.45231,388.17418,112,137.97321000000002,15453.0,46,288,64.79607,3,0,1.17091,pilB_mNG_fliC-,Solid,,,,1.0
1,pilB_mNG_fliC-_sol_Gasket_0_event5_tirf_RAW_Stack.tif,1030,255,255,255,48.01359,52.86311,3,1165,98.99485,115329.0,46,332,33.44455,307.11393,222.66398,156,89.21795,13918.0,36,165,31.72529,0,0,253.43231,278.90284,156,127.23718,19849.0,40,332,67.03924,1,0,1.13188,pilB_mNG_fliC-,Solid,,,,1.0
1,pilB_mNG_fliC-_sol_Gasket_0_event6_tirf_RAW_Stack.tif,661,255,255,255,49.24433,26.463690000000003,3,741,187.5668,138987.0,70,578,72.09976,235.91989,285.60539,137,183.79562,25180.0,78,336,65.53615,1,0,283.08011,298.39461,137,230.66423,31601.0,41,578,142.00126,2,0,1.17724,pilB_mNG_fliC-,Solid,,,,1.0
1,pilB_mNG_fliC-_sol_Gasket_0_event8_tirf_RAW_Stack.tif,871,255,255,255,37.79047,49.64237,3,980,84.76531,83070.0,30,168,24.84193,260.80719,336.14993,156,79.16026,12349.0,26,134,28.87135,2,0,293.56553,282.07637,156,79.25641,12364.0,23,168,33.35825,1,0,0.90668,pilB_mNG_fliC-,Solid,,,,1.0
1,pilB_mNG_fliC-_sol_Gasket_1_event1_tirf_RAW_Stack.tif,656,255,255,255,21.98628,49.14787000000001,3,733,65.34789,47900.0,36,112,14.20817,280.36767000000003,450.78207,137,63.78832,8739.0,26,95,19.70534,0,0,275.63233,404.21793,137,65.9635,9037.0,19,112,23.67501,1,0,0.98852,pilB_mNG_fliC-,Solid,,,,1.0
1,pilB_mNG_fliC-_sol_Gasket_1_event11_tirf_RAW_Stack.tif,910,255,255,255,,,3,1030,85.971,88550.0,42,332,37.041,160.77100000000004,207.227,112,83.33,9333.0,38,158,29.805,0,0,217.598,250.286,112,131.304,14706.0,34,332,86.85600000000002,0,0,1.341,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,1.0
1,pilB_mNG_fliC-_sol_Gasket_1_event12_tirf_RAW_Stack.tif,691,255,255,255,,,3,775,123.263,95529.0,56,358,41.43,228.237,250.99400000000003,112,111.625,12502.0,56,149,28.508000000000006,1,0,175.66,239.48,112,157.036,17588.0,59,358,82.9,2,0,1.131,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,1.0
1,pilB_mNG_fliC-_sol_Gasket_1_event13_tirf_RAW_Stack.tif,1163,255,255,255,,,3,1298,83.00299999999999,107738.0,41,193,22.045,228.066,292.7870000000001,137,85.255,11680.0,40,193,36.867,0,0,318.9,276.027,137,92.905,12728.0,43,156,30.344,0,0,1.095,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,1.0
1,pilB_mNG_fliC-_sol_Gasket_1_event14_tirf_RAW_Stack.tif,1284,255,255,255,,,3,1443,132.793,191620.0,54,358,44.941,316.255,144.412,156,153.064,23878.0,54,356,74.539,3,0,259.256,67.209,156,158.378,24707.0,55,358,77.263,4,0,1.231,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,1.0
2,pilB_mNG_fliC-_sol_Gasket_1_event14_tirf_RAW_Stack.tif,1010,255,255,255,,,3,1133,103.473,117235.0,47,282,32.794000000000004,211.936,270.381,137,105.818,14497.0,39,228,47.815,0,0,287.278,245.262,137,114.277,15656.0,33,282,61.017,1,0,1.086,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,2.0
1,pilB_mNG_fliC-_sol_Gasket_1_event5_tirf_RAW_Stack.tif,581,255,255,255,44.86,30.806,3,660,145.241,95859.0,47,416,52.265,227.607,243.778,137,133.058,18229.0,50,193,42.609,1,0,268.502,226.479,137,165.02200000000005,22608.0,35,416,97.101,3,0,1.046,pilB_mNG_fliC-,Solid,,,,1.0
1,pilB_mNG_fliC-_sol_Gasket_1_event6_tirf_RAW_Stack.tif,570,255,255,255,,,3,647,59.202,38304.0,22,134,18.157,78.515,445.849,112,49.33,5525.0,27,71,10.35,0,0,37.64,431.703,112,68.5,7672.0,25,134,29.529,1,0,0.993,pilB_mNG_fliC-,Solid,0.0,255.0,1.0,1.0
1,pilB_mNG_fliC-_sol_Gasket_1_event7_tirf_RAW_Stack.tif,578,255,255,255,28.93253,44.92561,3,655,83.07634,54415.0,44,206,23.69893,308.13065,370.60561,137,68.68613,9410.0,25,107,22.77471,1,0,289.43236,331.60501,137,92.9854,12739.0,39,206,39.35939000000001,1,0,0.95452,pilB_mNG_fliC-,Solid,,,,1.0
1,pilB_mNG_fliC-_sol_Gasket_1_event9_tirf_RAW_Stack.tif,711,255,255,255,24.632,46.70399999999999,3,796,89.273,71061.0,40,223,26.706,219.689,231.102,137,63.839,8746.0,13,99,20.88,0,0,207.633,182.817,137,102.365,14024.0,41,223,45.602,1,0,0.898,pilB_mNG_fliC-,Solid,,,,1.0
1,pliB_mNG_fliC-_liq_Gasket_0_event1_tirf_RAW_Stack.tif,442,255,255,255,36.96606,25.80769,4,498,113.18273,56365.0,55,163,29.52693,186.20514,234.53036,137,103.13139,14129.0,48,140,25.21957,0,0,211.9665,227.06409,137,118.65693,16256.0,55,163,33.42913,0,0,0.95613,pliB_mNG_fliC-,Liquid,,,,1.0
1,pliB_mNG_fliC-_liq_Gasket_0_event10_tirf_RAW_Stack.tif,945,255,255,255,,,4,1056,134.567,142103.0,63,358,50.706,377.214,261.928,137,145.109,19880.0,30,358,92.842,0,0,390.019,191.114,137,184.307,25250.0,67,324,72.197,1,0,1.328,pliB_mNG_fliC-,Liquid,0.0,255.0,1.0,1.0
2,pliB_mNG_fliC-_liq_Gasket_0_event10_tirf_RAW_Stack.tif,660,255,255,255,,,4,750,93.831,70373.0,49,200,26.513,172.525,401.451,156,76.01899999999998,11859.0,33,113,23.348000000000006,1,0,127.836,375.918,156,97.212,15165.0,39,200,42.84,1,0,0.875,pliB_mNG_fliC-,Liquid,0.0,255.0,1.0,2.0
1,pliB_mNG_fliC-_liq_Gasket_0_event11_tirf_RAW_Stack.tif,462,255,255,255,,,4,523,104.516,54662.0,54,142,25.423,293.613,315.994,156,92.077,14364.0,35,138,31.094,0,0,306.773,342.314,156,95.859,14954.0,40,139,30.291,1,0,0.782,pliB_mNG_fliC-,Liquid,0.0,255.0,1.0,1.0
